Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,new tag heuer,luxury watch,,,,tag heuer watches,50,18,6.53,1.00,200,"Informational, Transactional","Adwords Bottom, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.12,0.12,0.02,0.12",20,,
us,tag heuer aquaracer sale,luxury watch,,,,tag heuer watches,90,18,0.67,1.00,187,Transactional,"Site Links, Video, Image, People Also Ask, Related Searches","0.18,0.18,0.14,0.14,0.18,0.18,0.18,0.22,0.14,0.14,0.14,0.14",20,,
us,tag heuer blue watch,luxury watch,,,,tag heuer watches,90,18,1.18,1.00,201,"Informational, Transactional","Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches","0.42,0.34,0.42,0.34,0.26,0.26,0.26,0.26,0.42,0.42,0.53,0.42",20,,
us,tag heuer diamond ladies watch,luxury watch,,,,tag heuer watches,90,21,0.32,0.99,214,"Informational, Transactional","Related Searches, Short Videos, Image Pack, Site Links, Video, People Also Ask","1.00,0.80,0.04,0.04,0.00,0.09,1.00,0.04,0.80,0.42,0.14,0.33",20,,
us,tag heuer dress watches,luxury watch,,,,tag heuer watches,40,24,1.23,1.00,6250000,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Image, People Also Ask","0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,,
us,tag heuer model,luxury watch,,,,tag heuer watches,30,25,4.39,0.59,206,"Informational, Commercial","Site Links, Video, Image, Adwords Bottom, Video Carousel, Related Searches, Image Pack, People Also Ask, Discussions And Forums, AI Overview","0.33,1.00,0.33,0.22,0.33,0.22,0.22,0.22,0.22,0.00,0.11,0.55",20,,
us,tag heuer watch for sale,luxury watch,,,,tag heuer watches,50,22,0.40,1.00,169,Transactional,"Related Searches, AI Overview, Site Links, Video, Image","0.10,0.10,0.08,0.08,0.00,0.14,0.18,0.10,0.14,0.14,0.06,0.10",20,,
us,used tag heuer watches near me,luxury watch,,,,tag heuer watches,70,17,0.60,1.00,174,Transactional,"Related Searches, Local Pack, Site Links, People Also Ask","0.42,0.07,0.15,0.26,0.26,0.07,0.26,0.42,0.15,0.07,0.11,0.11",20,,
us,how much are tag heuer watches,luxury watch,,,,tag heuer watches,40,22,0.11,0.91,139,Informational,"AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.77,0.22,0.44,0.33,0.44,0.55,0.55,1.00,0.77,0.11,0.33,1.00",20,,
us,men's tag heuer watch price,luxury watch,,,,tag heuer watches,50,21,0.55,1.00,191,Transactional,"Image, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.12,0.17,0.17,0.05,0.28,0.17,0.00,0.17,0.17,0.12,0.05,0.05",20,,
us,sale tag heuer watches,luxury watch,,,,tag heuer watches,30,20,1.24,1.00,174,Transactional,"Popular Products, Related Searches, AI Overview, Site Links, Video, Image","0.07,0.00,0.14,0.07,0.14,0.07,0.28,0.14,0.07,0.00,0.00,0.14",20,,
us,tag heuer aquaracer chrono automatic,luxury watch,,,,tag heuer watches,70,25,0.28,0.98,170,Informational,"Site Links, Video, People Also Ask, Popular Products, Related Searches, Discussions And Forums, Image Pack","0.19,0.26,0.19,0.34,0.26,0.26,0.34,0.19,0.26,0.26,0.26,0.19",20,,
us,tag heuer aquaracer date,luxury watch,,,,tag heuer watches,70,22,0.83,1.00,181,"Informational, Commercial","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.35,0.78,0.78,0.14,0.78,0.14,0.78,1.00,0.28,0.14,0.28,0.14",20,,
us,tag heuer automatic watches for men,luxury watch,,,,tag heuer watches,40,20,0.82,1.00,5770000,Transactional,"Video, Image, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Site Links","0.55,0.33,0.44,0.33,0.00,0.44,0.77,0.22,1.00,0.44,0.33,0.77",20,,
us,tag heuer dealer nyc,luxury watch,,,,tag heuer watches,70,22,2.28,0.78,166,Transactional,"Reviews, Video, Related Searches, Local Pack, Site Links","0.78,0.78,0.14,0.14,0.14,0.14,0.78,1.00,0.78,0.14,0.14,0.14",20,,
us,tag heuer diamond watch ladies,luxury watch,,,,tag heuer watches,40,16,0.71,1.00,225,"Informational, Commercial","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.09,0.09,0.36,0.63,1.00,0.00,0.63,0.27,0.09,0.45,0.45,0.00",20,,
us,tag heuer gold women's watch,luxury watch,,,,tag heuer watches,70,16,1.02,1.00,218,"Informational, Commercial","Image Pack, Site Links, Video, Image, Related Searches","0.63,0.63,0.63,0.45,0.63,0.45,0.63,0.45,0.45,0.45,0.63,0.63",20,,
us,tag heuer women watch,luxury watch,,,,tag heuer watches,70,17,0.29,1.00,195,Transactional,"Related Searches, Short Videos, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask","0.06,0.04,0.04,0.03,0.13,0.00,0.06,0.00,0.00,0.05,0.08,0.06",20,,
us,tag heuer wrist watch price,luxury watch,,,,tag heuer watches,50,26,0.44,1.00,186,Transactional,"Site Links, Video, People Also Ask, Related Searches, AI Overview","0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.00,0.00,0.00",20,,
us,tag heuer y series,luxury watch,,,,tag heuer watches,90,27,0.00,0.00,17500000,Informational,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.52,0.41,0.52,0.52,0.52,0.82,0.64,0.82,1.00,0.64,0.64,0.00",20,,
us,trading watch,luxury watch,,,,tag heuer watches,70,18,2.32,0.23,183,"Informational, Commercial","Video Carousel, Popular Products, Related Searches, AI Overview, Site Links, Video","0.12,0.12,0.15,0.21,0.21,0.21,0.21,0.15,0.21,0.43,0.21,0.21",20,,
us,how much is a tag watch,luxury watch,,,,tag heuer watches,90,20,0.11,1.00,153,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.42,0.33,0.33,0.42,0.52,0.52,0.52,0.66,0.66,0.33,0.52,0.52",20,,
us,is tag heuer swiss,luxury watch,,,,tag heuer watches,90,19,0.00,0.26,171,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.78,0.64,0.50,0.78,0.64,0.50,0.78,1.00,0.64,0.50,0.78,0.78",20,,
us,men's tag heuer watch sale,luxury watch,,,,tag heuer watches,40,20,1.09,1.00,12800000,Transactional,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.07,0.50,0.50,1.00,0.50,0.07,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,mens tag watch sale,luxury watch,,,,tag heuer watches,40,22,1.50,1.00,162,Transactional,"Related Searches, Site Links, Video, Image, People Also Ask, Popular Products","0.11,0.11,0.11,0.11,0.11,0.11,0.64,0.82,0.11,0.11,0.11,0.11",20,,
us,tag heuer aquaracer auto,luxury watch,,,,tag heuer watches,90,22,0.27,0.99,190,"Informational, Navigational","Site Links, Video, Video Carousel, Related Searches","0.53,1.00,0.00,0.06,0.03,0.00,0.15,0.00,0.81,0.43,0.21,0.43",20,,
us,tag heuer aquaracer black dial,luxury watch,,,,tag heuer watches,70,23,0.30,1.00,192,"Navigational, Transactional","Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.14,0.21,0.78,0.78,0.14,0.14,0.28,1.00,0.78,0.14,0.78,0.35",20,,
us,tag heuer aquaracer chronograph automatic,luxury watch,,,,tag heuer watches,90,27,0.28,0.98,196,"Informational, Navigational","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.52,0.52,0.41,0.52,0.64,0.41,0.64,0.52,0.41,0.23,0.29,0.17",20,,
us,tag heuer gold watch womens,luxury watch,,,,tag heuer watches,70,19,0.47,1.00,235,Informational,"Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches, Image Pack","0.63,0.63,0.36,0.45,0.63,0.45,0.63,1.00,0.45,0.45,0.63,0.63",20,,
us,tag heuer titanium watch,luxury watch,,,,tag heuer watches,70,20,0.65,1.00,204,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.07,0.42,0.07,0.07,0.07,0.42,0.42,0.53,0.53,0.42,0.34,0.42",20,,
us,tag heuer used watches for sale,luxury watch,,,,tag heuer watches,70,21,0.27,1.00,165,Transactional,"AI Overview, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.78,1.00,0.35,0.35,0.28,0.28,0.50,0.78,0.35,0.64,0.50,0.50",20,,
us,tag heuer watches / women,luxury watch,,,,tag heuer watches,40,15,0.29,1.00,192,Transactional,"Video, People Also Ask, Related Searches, Site Links","0.15,0.19,0.34,0.07,0.26,0.26,0.07,0.00,0.00,0.00,0.00,0.00",20,,
us,tag watch cost,luxury watch,,,,tag heuer watches,90,24,0.40,1.00,252000000,"Informational, Commercial","Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, AI Overview","0.07,0.07,0.07,0.14,0.07,0.09,0.11,0.11,0.09,0.05,0.11,0.09",20,,
us,titanium tag heuer watch,luxury watch,,,,tag heuer watches,70,15,0.65,1.00,4630000,"Informational, Commercial","Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.14,0.78,0.14,0.14,0.14,0.78,0.78,1.00,1.00,0.78,0.64,0.78",20,,
us,affordable tag watches,luxury watch,,,,tag heuer watches,40,23,0.57,1.00,168,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Related Searches, Local Pack","0.18,1.00,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18",20,,
us,black face tag heuer,luxury watch,,,,tag heuer watches,30,17,0.72,1.00,247,"Informational, Transactional","People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image","1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",20,,
us,breitling boutique near me,luxury watch,,,,tag heuer watches,90,20,2.43,0.60,184,"Navigational, Transactional","Related Searches, Local Pack, Site Links, Video, People Also Ask","0.64,0.52,0.52,0.64,0.52,0.41,0.64,0.82,0.82,0.64,0.64,1.00",20,,
us,grey market watch,luxury watch,,,,tag heuer watches,70,17,0.33,1.00,106,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Image Pack","0.09,0.12,0.09,0.09,0.09,0.09,0.09,0.09,0.15,0.09,0.09,0.12",20,,
us,his and hers tag heuer watches,luxury watch,,,,tag heuer watches,30,16,1.20,1.00,114,"Informational, Transactional","People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image","0.14,0.14,0.14,0.14,0.78,0.14,0.14,0.14,0.14,0.14,0.14,0.78",20,,
us,hodinkee tag heuer,luxury watch,,,,tag heuer watches,50,20,0.00,1.00,175,"Informational, Transactional","Image Pack, Reviews, Video, Video Carousel, Popular Products, Related Searches","0.09,0.06,0.09,0.06,0.02,0.04,0.02,0.02,0.15,0.15,0.04,0.02",90,,
us,new tag heuer watch,luxury watch,,,,tag heuer watches,50,29,1.02,1.00,220,"Informational, Commercial","People Also Ask, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.36,0.45,1.00,0.63,0.81,0.45,0.45,0.45,0.09,0.09,0.09,0.18",20,,
us,tag heuer 0234 watch,luxury watch,,,,tag heuer watches,90,15,0.00,0.32,168,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, AI Overview","1.00,0.18,0.18,1.00,1.00,1.00,1.00,0.81,0.81,0.63,0.63,0.18",20,,
us,tag heuer aquaracer cost,luxury watch,,,,tag heuer watches,70,26,0.16,1.00,185,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video, Image","0.00,0.00,0.06,0.05,0.08,0.08,0.03,0.03,0.08,0.05,0.10,0.05",20,,
us,tag heuer aquaracer diamond ladies watch,luxury watch,,,,tag heuer watches,40,20,1.00,1.00,192,Transactional,"Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links, Video","0.26,0.19,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07",20,,
us,tag heuer men watches sale,luxury watch,,,,tag heuer watches,70,24,0.34,1.00,184,Transactional,"Site Links, Video, Image, People Also Ask, Related Searches, AI Overview","0.53,1.00,0.80,0.03,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07",20,,
us,tag heuer professional watch,luxury watch,,,,tag heuer watches,70,26,1.36,1.00,7080000,Informational,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Discussions And Forums, Image Pack","0.09,0.09,0.12,0.12,0.12,0.12,0.06,0.09,0.09,0.06,0.02,0.05",20,,
us,tag heuer watch blue,luxury watch,,,,tag heuer watches,90,15,0.29,1.00,176,"Informational, Transactional","Image Pack, Site Links, Reviews, Video, Image, People Also Ask, Related Searches","0.64,0.64,0.78,0.64,0.50,0.64,0.50,0.50,0.78,0.78,1.00,0.78",20,,
us,watch finder uk,luxury watch,,,,tag heuer watches,40,23,0.77,0.74,117,Transactional,"Site Links, Reviews, Video, People Also Ask, Related Searches","0.35,0.28,0.21,0.28,0.14,0.21,0.21,0.28,0.35,0.28,0.35,0.35",20,,
us,white dial tag heuer,luxury watch,,,,tag heuer watches,90,16,0.78,1.00,197,"Informational, Transactional","Site Links, Video, Image, Video Carousel, Popular Products, Related Searches, Discussions And Forums, Image Pack","0.50,0.78,0.64,0.50,0.78,1.00,0.35,0.50,0.78,0.50,1.00,0.64",20,,
us,quartz tag heuer watch,luxury watch,,,,tag heuer watches,70,22,0.17,1.00,194,Transactional,"Related Searches, Discussions And Forums, Site Links, Video, Video Carousel, People Also Ask","0.65,0.65,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00",20,,
us,tag heuer boutique near me,luxury watch,,,,tag heuer watches,40,26,1.71,0.90,112,"Navigational, Transactional","People Also Ask, Related Searches, AI Overview, Local Pack, Site Links, Video","0.14,0.09,0.19,0.33,0.52,0.09,0.14,0.33,0.23,0.23,0.23,0.23",20,,
us,tag heuer carrera tourbillon,luxury watch,,,,tag heuer watches,90,15,0.28,1.00,177,Transactional,"Image Pack, Site Links, Video, Image, Video Carousel, Popular Products, Related Searches","0.12,0.12,0.12,0.07,0.10,0.10,0.10,0.07,0.10,0.07,0.10,0.07",20,,
us,tag heuer dallas,luxury watch,,,,tag heuer watches,90,15,0.86,0.94,67,Informational,"Knowledge Panel, Reviews, People Also Ask","0.81,0.81,0.63,0.63,0.63,0.81,0.63,0.81,0.63,0.63,0.81,1.00",70,,
us,tag heuer for ladies watches,luxury watch,,,,tag heuer watches,70,24,0.79,1.00,153,Transactional,"Knowledge Panel, Image Pack, Site Links, Video, People Also Ask","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,tag heuer shop new york,luxury watch,,,,tag heuer watches,70,20,2.28,0.78,90,"Informational, Transactional","Video, People Also Ask, Related Searches, Knowledge Panel, Site Links, Reviews","0.78,0.78,0.14,0.14,0.14,0.14,0.78,1.00,0.78,0.14,0.14,0.14",20,,
us,tag heuer vintage chronograph,luxury watch,,,,tag heuer watches,70,17,0.00,0.99,178,Informational,"Popular Products, Image Pack, Site Links, Video, Image, People Also Ask","0.05,0.05,0.04,0.02,0.00,0.02,0.03,0.01,0.05,0.02,0.07,0.03",20,,
us,tag heuer vintage watches for sale,luxury watch,,,,tag heuer watches,40,19,0.29,0.99,204,Transactional,"Popular Products, Related Searches, Local Pack, Site Links, Video, Image","0.18,0.18,0.18,1.00,1.00,0.18,0.18,0.18,0.18,0.00,0.18,0.18",20,,
us,tag heuer watch green,luxury watch,,,,tag heuer watches,90,19,1.50,1.00,213,"Informational, Transactional","Related Searches, Short Videos, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.00,0.66,0.42,0.33,0.52,0.52,0.19,0.52,0.80,0.52,1.00,0.33",20,,
us,tag heuer watch professional 200 meters,luxury watch,,,,tag heuer watches,90,19,0.62,0.98,211,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Discussions And Forums, Image Pack","0.50,0.50,0.50,0.50,0.64,0.28,0.64,0.64,0.78,0.50,0.50,0.50",20,,
us,vintage tag heuer watches for sale,luxury watch,,,,tag heuer watches,50,23,0.29,0.99,226,Transactional,"Video, Image, Popular Products, Related Searches, Local Pack, Image Pack, Site Links","0.18,0.63,0.45,1.00,1.00,0.18,0.63,0.81,0.81,0.18,0.81,0.18",20,,
us,chrono24 vacheron constantin,luxury watch,,,,tag heuer watches,30,17,2.80,0.36,2130000,"Navigational, Transactional","Popular Products, Related Searches, Discussions And Forums, Site Links, Video, Image, People Also Ask","0.17,0.17,0.17,0.23,0.23,0.11,0.17,0.29,0.29,0.52,0.23,1.00",20,,
us,patek philippe watches near me,luxury watch,,,,tag heuer watches,40,24,0.68,0.82,174,"Navigational, Transactional","Local Pack, Site Links, Video, People Also Ask, Related Searches","0.27,0.18,0.27,0.27,0.36,0.36,0.18,0.63,1.00,0.36,0.45,0.27",20,,
us,tag heuer 200 professional,luxury watch,,,,tag heuer watches,50,17,1.43,1.00,183,"Informational, Commercial","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches, Image, Discussions And Forums, AI Overview","0.23,0.17,0.29,0.29,0.17,1.00,0.41,0.52,0.11,0.41,0.05,0.23",20,,
us,tag heuer aquaracer pro 300,luxury watch,,,,tag heuer watches,70,26,0.75,1.00,172,Transactional,"Related Searches, Discussions And Forums, Site Links, Video, Image, Video Carousel","0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00",20,,
us,tag heuer aquaracer quarz,luxury watch,,,,tag heuer watches,40,20,0.32,1.00,189,"Informational, Transactional","People Also Ask, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.71,0.71,1.00,0.71,0.57,0.42,0.57,0.57,1.00,0.14,0.14,0.71",20,,
us,tag heuer atlanta,luxury watch,,,,tag heuer watches,50,21,2.46,1.00,172,Transactional,"Knowledge Panel, Site Links, Video, Popular Products, Related Searches","0.78,0.14,0.14,0.14,0.28,0.14,0.14,1.00,0.14,0.14,0.14,0.35",20,,
us,tag heuer carrera 02t,luxury watch,,,,tag heuer watches,90,21,0.74,1.00,168,"Informational, Transactional","Image Pack, Site Links, Video, Image, Video Carousel, Popular Products, Related Searches","0.50,1.00,0.50,0.64,0.64,0.50,0.35,0.35,0.50,0.50,0.64,0.64",20,,
us,tag heuer carrera 36mm,luxury watch,,,,tag heuer watches,70,27,0.71,1.00,190,"Informational, Transactional","Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.14,0.10,0.14,0.14,0.14,0.04,0.22,0.29,0.04,0.06,0.22,0.04",20,,
us,tag heuer dive watches,luxury watch,,,,tag heuer watches,90,16,0.16,1.00,210,Transactional,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Site Links, Video, Image","0.10,0.06,0.14,0.18,0.10,0.14,1.00,0.10,0.14,0.10,0.10,0.14",20,,
us,tag heuer formula 1 43mm,luxury watch,,,,tag heuer watches,30,24,0.90,1.00,193,"Navigational, Transactional","Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.23,0.17,0.23,0.29,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,,
us,tag heuer green aquaracer,luxury watch,,,,tag heuer watches,30,20,1.20,1.00,1120000,"Informational, Transactional","Video Carousel, Popular Products, Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image","0.78,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",20,,
us,tag heuer professional 200 meters quartz,luxury watch,,,,tag heuer watches,70,20,0.00,1.00,195,Informational,"Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask","0.18,0.18,0.18,1.00,1.00,0.18,1.00,0.18,0.18,1.00,0.18,0.18",20,,
us,tag heuer watch blue face,luxury watch,,,,tag heuer watches,50,17,0.41,1.00,208,Informational,"Site Links, Reviews, Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack","0.66,0.52,0.00,0.04,0.00,0.14,0.66,0.04,0.52,0.23,0.33,0.19",20,,
us,value of tag heuer watch,luxury watch,,,,tag heuer watches,50,19,1.52,0.81,118,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.71,0.71,0.71,0.71,1.00,0.28,0.71,0.71,0.57,1.00,0.28,0.71",20,,
us,where is tag heuer from,luxury watch,,,,tag heuer watches,70,18,0.00,0.22,140,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.64,0.11,0.64,1.00,0.11,0.11,0.64,0.11,0.11,0.41,0.11,0.11",20,,
us,gold oyster rolex,luxury watch,,,,rolex oyster perpetual watches,70,28,1.33,1.00,10900000,"Informational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Adwords Bottom, People Also Ask","0.45,0.45,0.63,1.00,0.63,0.45,0.63,1.00,0.45,1.00,0.81,1.00",20,,
us,rolex watch gold mens,luxury watch,,,,rolex oyster perpetual watches,70,28,1.68,1.00,188,Transactional,"Video Carousel, People Also Ask, Image Pack, Site Links, Video","0.29,0.54,0.08,0.06,0.02,0.43,0.02,0.06,0.04,0.00,0.04,0.54",20,,
us,rolex oyster perpetual date two tone,luxury watch,,,,rolex oyster perpetual watches,50,23,0.60,0.95,192,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.09,0.09,0.09,0.09,0.52,0.66,1.00,0.09,0.09,0.09,0.09,0.09",20,,
us,rolex oyster perpetual with date,luxury watch,,,,rolex oyster perpetual watches,50,29,1.63,1.00,7150000,Informational,"Related Searches, AI Overview, Site Links, Video, Image, Adwords Bottom, People Also Ask","0.00,0.00,0.01,1.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01",20,,
us,rolex watches gold,luxury watch,,,,rolex oyster perpetual watches,70,23,1.85,1.00,187,"Informational, Transactional","People Also Ask, Related Searches, Image Pack, Site Links, Video, Image","0.09,0.07,0.05,0.48,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.72",20,,
us,rolex gold watch men,luxury watch,,,,rolex oyster perpetual watches,90,22,1.85,1.00,181,"Informational, Transactional","Image, People Also Ask, Related Searches, Image Pack, Site Links, Video","0.13,0.13,0.16,0.01,0.06,0.02,0.03,0.06,0.02,0.02,0.00,0.05",20,,
us,rolex solid gold watch,luxury watch,,,,rolex oyster perpetual watches,70,17,1.46,1.00,9500000,"Informational, Transactional","Discussions And Forums, Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.04,0.00,0.04,0.08,0.06,1.00,0.22,0.08,0.00,0.22,0.43,0.04",20,,
us,rolex watch two tone,luxury watch,,,,rolex oyster perpetual watches,30,22,1.64,1.00,193,"Informational, Transactional","Site Links, Video, Image, Popular Products, Related Searches, Image Pack","0.00,0.12,0.10,0.07,0.05,0.00,0.05,0.12,0.00,1.00,0.02,0.02",20,,
us,solid gold watch rolex,luxury watch,,,,rolex oyster perpetual watches,30,15,1.72,0.55,179,"Informational, Transactional","Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.45,0.63,1.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,gold watch men rolex,luxury watch,,,,rolex oyster perpetual watches,40,23,1.52,1.00,191,"Informational, Transactional","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.03,0.01,0.03,0.05,0.01,0.00,0.44,0.01,1.00,0.01,0.01,0.06",20,,
us,gold watch rolex men,luxury watch,,,,rolex oyster perpetual watches,70,21,1.46,1.00,186,Transactional,"Video, Image, Video Carousel, Popular Products, Related Searches, Site Links","0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02",20,,
us,how much rolex oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,30,23,2.75,0.96,170,Informational,"Discussions And Forums, AI Overview, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.03,0.03,0.03,0.00,0.15,0.00,0.03,0.00,0.03,0.03,0.00,0.03",20,,
us,men gold rolex,luxury watch,,,,rolex oyster perpetual watches,50,28,1.82,1.00,178,"Informational, Transactional","Image Pack, Site Links, Video, Related Searches","0.03,0.01,0.05,0.06,0.08,0.04,0.01,0.02,0.01,0.00,0.01,0.01",20,,
us,mens 18k gold rolex,luxury watch,,,,rolex oyster perpetual watches,90,16,1.85,1.00,189,Transactional,"Related Searches, Site Links, Video, Video Carousel, People Also Ask","0.78,0.78,0.50,0.64,0.50,0.64,0.50,0.50,0.50,0.50,0.50,0.35",20,,
us,mens rolex gold,luxury watch,,,,rolex oyster perpetual watches,50,20,1.73,1.00,177,Transactional,"Image Pack, Site Links, Reviews, Video, Related Searches","0.01,0.00,0.01,0.00,0.00,0.00,0.08,0.01,0.01,0.00,0.00,0.00",20,,
us,oyster two tone rolex,luxury watch,,,,rolex oyster perpetual watches,40,17,1.38,1.00,189,Transactional,"Image Pack, Site Links, Video, People Also Ask, Related Searches, Discussions And Forums","1.00,0.14,0.21,0.07,0.14,0.35,0.50,0.14,0.14,0.35,0.07,0.21",20,,
us,real gold rolex watch,luxury watch,,,,rolex oyster perpetual watches,90,24,0.43,1.00,182,Transactional,"Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches","0.64,0.41,0.52,0.64,0.52,0.52,0.52,0.64,0.64,0.52,0.52,0.52",20,,
us,rolex dual tone,luxury watch,,,,rolex oyster perpetual watches,40,19,2.23,1.00,182,Transactional,"Related Searches, Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products","0.14,0.78,0.21,0.21,0.14,0.14,0.21,1.00,0.14,0.14,0.28,0.78",20,,
us,rolex gold oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,90,25,1.25,1.00,192,Transactional,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.09,0.07,0.26,0.07,0.05,0.05,0.04,0.09,0.07,0.03,0.05,0.11",20,,
us,rolex gold watch mens,luxury watch,,,,rolex oyster perpetual watches,30,15,1.46,1.00,198,Transactional,"Popular Products, Related Searches, Image Pack, Site Links, Video, Image","1.00,0.18,0.18,0.27,0.09,0.09,0.09,0.09,0.09,0.00,0.00,0.27",20,,
us,rolex gold watch models,luxury watch,,,,rolex oyster perpetual watches,50,23,0.00,1.00,188,"Informational, Commercial","Site Links, Video, Image, Video Carousel, Popular Products, Related Searches, AI Overview, Image Pack","0.14,0.78,1.00,0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.00,0.14",20,,
us,rolex golden,luxury watch,,,,rolex oyster perpetual watches,70,26,1.81,1.00,209,"Informational, Transactional","Site Links, Video, Image, Adwords Bottom, Video Carousel, People Also Ask, Related Searches, Image Pack","0.72,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,rolex oyster perpetual chronometer watch,luxury watch,,,,rolex oyster perpetual watches,40,25,1.66,0.93,198,Informational,"Related Searches, AI Overview, Site Links, Video, Video Carousel, People Also Ask","0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.64,0.64,1.00,0.41",20,,
us,rolex oyster perpetual mens gold,luxury watch,,,,rolex oyster perpetual watches,70,21,1.22,1.00,197,Transactional,"Site Links, Video, Video Carousel, Popular Products, Related Searches","1.00,1.00,0.18,1.00,0.18,0.63,0.45,0.18,0.45,0.63,0.63,0.18",20,,
